x,y
126,253.32604062099875
174,348.90959077649995
478,956.9722170523519
998,1996.7560680834806
816,1632.822128436985
958,1917.1156292303729
373,746.8777758438297
789,1578.9758934449985
835,1671.242957197081
319,638.882535728229
271,542.7547284879303
597,1195.0742346358716
684,1369.478154355476
231,462.64989301252393
202,404.6395649558973
808,1616.8950762713891
961,1922.7621116742307
221,442.8331368293726
601,1202.9694151569984
41,83.04961234582973
219,438.8774704561648
741,1483.4260602261945
697,1395.449448277115
921,1842.8004334579853
798,1596.5566470886715
496,993.2824329723048
309,619.0022755414489
33,67.41629262630153
69,139.31395221584296
817,1634.8934203602437
493,986.5237898914761
818,1636.6558921195392
124,248.99157169175172
48,97.40374247205006
80,161.20715364086422
494,989.3348550013719
715,1430.7509123647783
634,1268.5104862049088
864,1728.8450035649241
676,1353.482613951897
716,1432.8706260677045
911,1822.584680958848
846,1693.1641145373897
651,1302.9313783596108
700,1400.6636469915334
211,423.3295115219281
482,964.9470866600761
94,188.5930300647728
917,1835.4241481077402
643,1286.9559336901764
725,1450.597398192904
707,1414.9367204699379
326,653.3466161370111
994,1988.5412356865877
802,1605.4834404763208
510,1021.1131134169639
55,111.18647677515723
120,241.1511326771413
74,149.3702733885863
381,762.7976116327101
362,725.1101825610036
511,1023.0383446873192
744,1489.0262972727014
2,4.880296945328664
82,165.23186466851018
103,207.21205364278305
391,783.3242554342763
598,1197.487724436902
333,667.4620460884332
285,571.3292663716009
828,1657.4577102890903
689,1379.206587137141
528,1056.784895527754
299,598.649286222519
860,1721.2912371623165
23,46.54843791290179
201,403.4220066825111
657,1315.4450744726616
769,1538.8083569808164
900,1801.0811768055576
335,671.4118227451477
246,492.9538871325232
375,750.785513529807
111,223.40154563988597
560,1121.038042003358
288,577.1712366896044
605,1210.7642616548505
850,1700.7076040715579
576,1152.9931728243191
611,1223.396704660275
281,562.9168223748809
4,9.426071290901024
3,7.397079421193817
512,1024.9886109673992
223,447.3408478918913
929,1858.8705387765924
46,93.11444154087329
667,1334.7387551107008
235,471.36301138928417
886,1773.1025262910248
671,1342.7586727723517
107,214.53885219182808
63,126.98495974842797
965,1931.0380343987144
648,1296.6409180484486
130,260.91454973632597
370,740.7678390206236
178,356.58398444488523
889,1778.76337952208
363,726.6554257204639
738,1476.7226497415113
378,756.986729335207
280,560.8005445246885
785,1571.2965346750702
385,771.4234942278407
93,186.60613780693834
851,1702.7478702262977
157,314.7754837864008
580,1160.756769477246
558,1117.2699829951446
734,1469.2834312484051
971,1942.5348594222007
75,150.9249721968734
529,1059.4975547428096
501,1003.4625131591977
376,752.9980581750724
303,606.882802762601
586,1172.8755311885761
294,588.8070210614268
96,192.88767899488576
143,286.6616855519912
425,850.7671182966977
264,528.5786995602392
762,1524.8231437427835
298,596.675915806906
660,1321.3038971258075
98,197.1501556569987
898,1797.2223286141173
691,1383.362249932907
165,331.3244567982364
448,897.4571565814632
649,1299.0150024026761
805,1611.2303233057776
62,124.71345097436242
547,1095.1132714329856
16,33.29965300340958
301,602.8487787227984
196,393.4425600271114
766,1532.8741587663867
216,432.92003820916324
522,1045.1271614879877
129,258.55268044109596
988,1976.6293813407506
250,501.4344952743008
171,343.27184296889646
526,1052.567214165902
348,697.2544720229723
108,216.8134840937327
913,1827.2071083078556
382,765.4700845013664
506,1012.6751877927727
636,1272.9328474860974
764,1528.9262981478878
930,1861.2920712316259
72,145.04872565455113
571,1142.5503831706026
566,1133.2411521062647
539,1078.8026785394438
756,1513.384410832191
163,327.4612363114534
14,28.56803163653495
714,1428.7843214874285
867,1734.782540428428
702,1404.9587162479675
392,784.625075545666
982,1964.649889612684
683,1366.632273803078
997,1995.188667845357
504,1008.6555914743864
307,615.0914408393653
966,1933.1796173445875
286,572.9601095214036
477,954.8221075415615
241,482.56857182465905
429,858.5577671284964
723,1447.4412405712828
780,1561.2611819099118
49,98.58551561246257
173,347.2025506181754
455,911.095230210175
666,1333.206121915165
89,178.73799390697084
977,1954.938622007853
873,1746.7353320510215
112,225.0229071178376
622,1244.9794679293168
443,886.5039389147491
804,1609.4327663599624
906,1812.825900482641
162,325.00999056093383
793,1586.83729701546
527,1054.6529242909312
228,457.20461648593414
553,1107.0712030135705
599,1198.827799151666
198,396.80814570322997
989,1978.7519724838876
204,409.43856481363036
149,299.30357507681845
517,1034.8045456504344
341,683.4170362340465
194,389.1514079509127
975,1951.2249355931256
390,780.97335435876
365,731.2663365093342
327,655.4330633779837
166,332.96390881156753
565,1131.115971618046
419,839.3594783408932
746,1492.9665434345968
268,537.34050989798
44,88.63411082281765
13,27.01473336153422
537,1075.0897251322326
519,1038.5465466229055
796,1592.8856773991306
18,37.05787366850817
197,394.5337906984186
302,605.129921690416
184,369.23681123963144
781,1563.294769246708
109,218.9886602334961
614,1228.8408488210173
615,1231.1051016773583
79,158.84629211564345
972,1944.615511350543
916,1833.3335547271736
778,1556.942866544768
761,1522.859086424263
67,134.79757678892278
531,1062.9185773428649
607,1214.9038185539316
495,991.3259337737538
282,565.0029711859736
839,1678.626023285317
430,861.1165343452375
248,497.42008734596436
751,1502.914612254489
172,344.50641373859366
247,494.7751266972586
759,1518.5265055445207
412,825.4343686439984
533,1067.476266111501
885,1771.0582077367867
920,1841.1731429776144
787,1574.768204540654
164,328.79859275286105
215,431.41864064770533
630,1260.877558180285
257,514.8701085421146
880,1760.7149170867385
782,1564.8384772457187
668,1337.3515584863596
15,30.643228967804696
513,1026.6782896422692
110,221.1377399494189
12,25.178555728924245
283,567.4054441340323
585,1171.3391814872243
807,1615.048270158206
1000,2000.921399242825
772,1545.0174949879388
86,173.2635139184633
6,13.044471044806397
224,448.5409574139145
203,407.15305912454255
591,1182.864533260248
645,1291.0189948005461
210,421.37729456543553
262,524.8038847038019
236,472.95383380900677
535,1070.5168848096325
416,833.2977917503846
928,1856.558998341664
77,155.27042104377546
411,822.6765035787076
508,1017.2671473067711
987,1975.1962256992024
861,1722.9536649972315
834,1669.1219781210518
134,269.27973765641815
38,76.59433523300132
837,1674.5061372802022
822,1645.2833074164196
180,361.3160105708764
161,323.3336005962816
896,1792.9378357376843
516,1033.0221617360212
806,1613.3337083688548
813,1626.5481436692376
402,805.3670092442884
654,1309.177140045145
320,640.564988944851
405,811.3489867682124
570,1141.2606579718606
567,1135.4150930944734
297,595.0159117247325
439,878.5765967937667
890,1780.8597091396875
833,1667.4285327768177
983,1966.5057380807177
693,1387.1926065151363
770,1541.4967353874017
713,1427.1186056223612
308,616.620269797292
728,1457.3978998394034
515,1030.9564468508197
748,1497.4076311625993
100,201.04998275774503
427,854.9875534513609
81,162.71628269622988
814,1629.2882446377216
855,1710.7480902723146
102,204.54017436105036
829,1659.2006295042488
956,1912.805907690117
278,557.2508541891848
530,1061.0120258963298
627,1254.904478307968
227,454.81176513225125
831,1662.5358323232406
844,1689.1206292927175
242,485.0953698167248
289,578.8690623054405
765,1530.6820402497096
8,17.429906707169227
106,213.0878576683635
426,853.0724921257354
47,94.81884901003221
64,129.3743190062151
34,68.70570684075506
35,71.19625623401053
331,663.3632810106004
26,52.89138843801837
626,1252.5396364906155
296,593.0567255088781
388,776.7790533707914
490,980.8463451614101
145,291.1155820823653
538,1076.6344045420537
708,1417.390216829035
742,1484.5421162244063
317,634.6215837701767
912,1824.5904557035692
960,1921.1242589291357
663,1327.0415585588657
240,481.4915454245761
935,1870.7372219395836
147,295.16368887191317
158,317.3360603216362
336,673.4541183627085
990,1981.3396673937202
310,621.2909047891761
876,1753.072239047787
650,1300.6629014636064
483,967.0971949624434
123,247.164843776333
821,1643.3267195964881
160,321.06110404183113
169,338.5361402568729
399,799.339412779804
78,157.3525622942424
993,1987.383743270002
137,274.90203698146695
457,914.7071546398179
824,1648.7226908626992
686,1373.4935640359831
70,141.21178064914878
836,1672.8761407569646
590,1181.2555486187337
815,1630.8197834221196
639,1279.307942318995
675,1350.6570838750897
29,58.87346352838003
484,969.0082919099459
655,1310.5359230454826
557,1115.3104448168003
669,1339.0670420016452
315,631.4001378375365
445,890.769027357309
139,278.8507264814858
474,949.0688146696759
105,210.95253024679462
395,791.4591835527528
897,1795.4028408413596
444,888.706058649375
259,518.7293655635859
371,743.033208503791
413,827.1566565390814
757,1515.0276809975826
175,350.8179352510081
387,775.2030917983789
555,1110.7224563240877
753,1506.9167994814513
914,1828.6275415856812
141,282.5457249248805
561,1122.7863791542384
943,1886.5896008148607
213,427.46664404732877
116,233.11169220352906
329,659.3615081845985
133,267.28635344281395
323,646.9138762130939
383,767.0211411173422
420,840.6550472350149
119,238.81270534155303
712,1424.7102341470381
659,1318.5508054245383
632,1264.9132947322908
400,801.0833896680746
466,932.8535776775434
191,383.47395978471843
101,203.20644895064078
895,1791.494232566172
771,1543.3144996306737
521,1043.3080679338243
25,51.33316127432138
146,292.70787328929316
678,1357.4315503823948
372,745.1597809679388
397,794.6857348174603
750,1500.9102644808963
922,1845.3578156973442
596,1193.1369876303859
800,1601.106227646852
546,1092.9990276057679
351,702.544280842909
863,1727.2154395780408
249,498.78938331040973
792,1585.3975160679927
992,1984.8805599760663
118,236.64086975353956
205,411.2111201660389
674,1349.0314810038287
967,1934.5681599651323
73,147.0009336547551
177,355.3788866492734
358,716.8477647552238
525,1050.7221780958982
840,1681.2108026229992
349,699.2317674143229
858,1716.6010883813976
406,813.4046030804697
931,1863.03850617633
499,999.0770662173925
706,1413.2164142005854
838,1676.992822556231
255,510.6533669423814
135,270.8569791118515
182,365.09193197778325
795,1590.728038941071
919,1838.551492434976
803,1606.5554102839344
314,628.5313458851856
343,686.7566674154575
462,925.3499007795562
534,1068.5342619016242
779,1558.7483669991962
942,1885.3989948075184
924,1848.8956952705291
973,1946.8493464628114
549,1099.1011029685642
773,1547.2035896722937
775,1550.8574760193737
272,545.1907890040435
487,974.5531564796547
368,737.315955405978
856,1713.4914702246363
908,1816.5456817761794
944,1889.181288441215
545,1091.024762218571
65,131.34392714497469
492,985.0612898525146
799,1598.5827337376304
826,1653.3187785804282
338,677.1067081118558
132,264.58448219395854
673,1347.3402828283772
926,1853.0503997011558
54,108.61621569725673
717,1434.5158715139635
582,1165.2970382456124
646,1292.7175863045586
569,1138.6567282415285
877,1754.8484081681977
337,674.5812925262843
122,244.74345432408902
868,1736.5073112892383
739,1478.714061446815
200,400.5751723845433
418,836.9778916369189
662,1324.538489961061
685,1370.8897356720918
32,64.6058088460239
117,234.9146055449368
810,1621.193623464443
830,1661.217271443302
774,1548.7173629851588
559,1119.3173755701696
991,1983.3919267914105
245,490.8639999289663
587,1175.3568174583488
290,581.3247069221844
377,755.2773141145454
847,1694.7501737176617
292,585.230490301442
696,1392.5939845292103
680,1361.1574360325858
346,692.8967292905006
461,922.8705118185118
790,1580.6046194171424
981,1963.042346619754
488,976.7653392352952
325,651.1152212103266
731,1463.3801637732413
786,1572.9494557282408
672,1344.6841909121192
976,1953.3889562356412
417,834.7665805941508
269,538.641316354729
17,35.43042755218824
588,1177.1585738761546
878,1757.3029811083838
261,523.0553007931478
523,1047.0445201588889
468,936.9050947520544
970,1941.2124597861537
354,708.9418814027441
232,464.82752914589764
910,1821.3671472088758
189,379.2999578282262
441,883.1332053216956
481,963.0619159332269
357,715.077456211126
410,821.3169077256387
985,1971.1493195214587
237,474.57100324264474
616,1233.0843293668013
238,477.2680378001541
270,540.7007981830241
465,931.1572876522523
43,87.1660230914344
352,705.3121300109517
852,1705.0893028137834
727,1455.1433613838076
947,1894.7866455909045
730,1460.6584592067616
470,940.8423871196587
952,1905.0736127450834
732,1464.6907943347449
941,1882.6322380150311
542,1084.8735920753195
265,530.8839786873883
1,2.760213406652337
640,1281.0301984411976
872,1745.1110165703235
342,685.3657049767645
909,1818.8867195481346
572,1145.2810427320358
155,311.1052446459291
871,1742.8889213201426
612,1224.9408945486744
68,137.01362417325302
321,643.3525950099022
150,301.076511344743
104,208.89771742577358
340,681.4857085644453
451,903.3343616703969
507,1014.9875831206817
113,227.386917400605
71,142.7678296428474
888,1776.8553227711368
995,1991.2467599674837
945,1891.0925368053379
621,1242.5613862977211
394,789.1527424304115
602,1204.567339936754
256,512.8545106006552
882,1764.7939668947206
594,1189.2721685382548
677,1354.5482532612025
190,381.25715070571135
681,1363.0961624570657
128,257.38446056850177
273,547.4254192658861
853,1706.8310947279251
275,550.8031489301673
849,1698.68895404547
797,1595.2516792858669
949,1899.403768976187
453,907.257679375287
638,1277.1019976480407
206,412.7735136920678
619,1239.325070459041
398,797.4586537101434
881,1762.665392462718
344,688.9775998437522
857,1715.4257584272066
379,759.1976675049751
874,1748.5061888812827
752,1504.6926602405326
45,90.69011127520623
832,1664.8075668145893
304,609.2206085269307
472,945.3365453524784
687,1375.4092688998078
865,1731.205609585682
518,1037.0512328139441
969,1938.997008195664
664,1328.6217251778226
946,1893.181452189646
736,1473.0836120325264
665,1331.38010473898
393,787.0206018946366
318,636.8228509539913
36,73.25488937147088
456,913.4680102650949
603,1206.7200900504529
631,1263.3895421608238
870,1740.6473727217567
431,862.5138955843508
151,303.3590485923797
185,371.1525011379115
694,1388.8271921709368
414,828.5318728899772
711,1422.5281197293916
152,305.4158370359146
322,644.5100500614233
125,250.5374341569903
617,1235.1046345745751
254,509.11819022025617
422,845.3391102622007
121,242.99021327802006
252,504.94536883531856
954,1909.3327709801843
575,1151.243316550064
637,1274.8854045432518
58,117.30922765957808
718,1437.4909567065456
600,1201.2928969511831
939,1878.687107197697
783,1566.5647066826352
167,335.25231569024396
883,1767.1238985529792
550,1101.1535057562605
825,1651.4317267155106
459,919.1700933562367
688,1377.2500162745853
503,1006.8384222466833
85,171.31040714563684
491,983.2769177631376
698,1397.3748457079948
623,1246.641806252452
316,633.2741689499826
21,42.9417326130072
950,1900.5419471355103
415,831.3762119051257
721,1442.5088128253985
556,1112.5484221323427
95,190.90090138559933
729,1458.7589350886713
10,21.025164380685908
925,1850.703372847459
749,1499.0851655988438
114,228.5750283740821
593,1187.1467943742437
31,62.77274418291342
869,1739.285872632743
690,1381.287850770641
359,719.2849061677312
243,487.38544359041975
670,1340.5870198496311
554,1108.5855146098177
284,569.3752400979265
543,1086.6248103436803
918,1837.1759989985014
5,10.761032791965553
827,1654.9742062170926
893,1786.6753522984893
179,358.557020044241
589,1179.3210759878402
127,255.2549749743631
168,336.8209142094469
277,554.9535239100884
953,1906.7322280457747
564,1129.249485239616
812,1624.8492234645528
934,1868.6514589763185
433,866.9976203373313
324,649.2364285741801
469,938.605503179381
339,679.1248509217271
758,1517.3163287680586
573,1146.531199307269
195,390.8747176440941
767,1534.5987384347754
514,1029.463730773131
131,263.3557497138586
403,807.2168522094364
475,951.358661477752
230,460.6395015056225
9,18.671929600044287
24,49.21058772441711
540,1080.7413050157559
629,1258.744090915275
620,1241.170224924247
313,627.4139321350875
489,978.9681884738181
229,459.2570830573939
60,121.15675556165729
747,1495.2174599821258
907,1815.370590834203
40,80.93241257257952
187,375.28576006931877
458,917.3467288523501
330,661.3741440366916
902,1804.817022847273
963,1926.6282179255786
984,1968.9989254252189
604,1208.865051567644
347,695.4350760358369
421,843.3822834475881
986,1973.1996665884017
642,1284.5924528636674
903,1807.012127901861
505,1010.5885014762861
53,106.65887111675316
842,1684.924663450396
581,1162.8991950655407
743,1487.2892354691483
463,927.0041418872945
22,44.8905135534342
647,1295.3552262879482
879,1758.8248080976005
884,1768.8716246876752
226,452.93421469699143
293,586.7840989486599
592,1185.398753031698
635,1270.92590202936
887,1774.9352553378894
